ID	NAME	logFC: WT NaCl response	FDR: WT NaCl response	logFC: msn24 mutant NaCl response	FDR: msn24 mutant NaCl response	logFC: yap1 mutant NaCl response	FDR: yap1 mutant NaCl response	logFC: skn7 mutant NaCl response	FDR: skn7 mutant NaCl response	logFC: WT EtOH response	FDR: WT EtOH response	logFC:  msn24 mutant EtOH response	FDR:  msn24 mutan  EtOH response	logFC:  yap1 mutant EtOH response	FDR:  yap1 mutant EtOH response	logFC:  skn7 mutant EtOH response	FDR:  skn7 mutant EtOH response	logFC: WT v msn24 mutant: NaCl response	FDR: WT v msn24 mutant: NaCl response	logFC: WT v yap1 mutant: NaCl response	FDR: WT v yap1 mutant: NaCl response	logFC: WT v skn7 mutant: NaCl response	FDR: WT v skn7 mutant NaCl response	logFC: WT v msn24 mutant: EtOH response	FDR: WT v msn24 mutant: EtOH response	logFC: WT v yap1 mutant: EtOH response	FDR: WT v yap1 mutant: EtOH response	logFC: WT v skn7 mutant: EtOH response	FDR: WT v skn7 mutant: EtOH response
YCR025C	YCR025C          Putative protein of unknown function	1.69075649	4.32E-07	1.727544056	1.42E-06	1.302968727	9.83E-05	1.512252743	3.23E-06	0.476242884	0.134277652	0.787301984	0.019842441	0.506328725	0.124182613	0.369980148	0.225907812	0.036787562	0.983113812	-0.387787767	0.546985408	-0.178503751	0.774178371	0.311059099	0.65265936	0.030085841	0.98405394	-0.106262736	0.91667559
YCR026C	NPP1          Nucleotide pyrophosphatase/phosphodiesterase	0.90139567	1.25E-14	0.537328285	2.29E-08	0.750354551	4.23E-12	0.710227002	2.33E-11	0.56981739	5.23E-09	0.508943332	6.73E-08	0.516877999	4.84E-08	0.46248979	4.15E-07	-0.364067381	0.02033062	-0.151041115	0.341228209	-0.191168664	0.180773011	-0.060874058	0.737087601	-0.05293939	0.83455159	-0.107327599	0.608691271
YCR027C	RHB1          Putative Rheb-related GTPase	-0.2163581	0.10928416	-0.39243725	0.0051169	-0.348100634	0.014257038	-0.61431266	4.38E-05	0.287633188	0.031394624	0.276503693	0.039004007	0.25700807	0.057225482	0.042843017	0.758842149	-0.176079193	0.686984591	-0.131742577	0.655566397	-0.397954603	0.089713812	-0.011129495	0.972302761	-0.030625118	0.94774455	-0.244790171	0.441542782
YCR028C	FEN2          Plasma membrane H+-pantothenate symporter	0.54618016	9.47E-05	0.719041836	1.20E-06	0.460136116	0.000875782	0.409201909	0.002948216	-1.300666381	1.18E-12	-1.091745402	1.51E-10	-1.42343493	1.16E-13	-1.555941104	5.55E-15	0.172861672	0.682032015	-0.086044049	0.777262201	-0.136978255	0.597740012	0.208920979	0.434807713	-0.122768549	0.76011829	-0.255274723	0.433284501
YCR028C-A	RIM1          ssDNA-binding protein essential for mitochondrial genome maintenance	-1.068076	1.49E-12	-0.807661884	3.09E-09	-0.686535356	1.41E-07	-0.729845499	4.17E-08	-0.714159323	3.96E-08	-0.389275165	0.000814714	-0.527367101	1.42E-05	-0.589746729	1.95E-06	0.26041414	0.353996805	0.381540669	0.058100845	0.338230526	0.078668496	0.324884159	0.100838113	0.186792222	0.49775616	0.124412595	0.674125962
YCR030C	SYP1          Inhibitor of Las17p-mediated Arp2/3 complex activation	1.39256185	4.44E-14	1.197381091	4.23E-12	1.518159735	3.70E-15	0.787764299	1.81E-07	2.275915315	2.86E-21	1.405598786	3.35E-14	2.349259746	9.50E-22	1.849516702	3.36E-18	-0.195180755	0.62062101	0.125597889	0.653105325	-0.604797546	0.005698493	-0.870316529	8.37E-05	0.073344431	0.8601587	-0.426398613	0.112308031
YCR031C	RPS14A          Protein component of the small (40S) ribosomal subunit	-0.7943279	7.99E-08	-0.742731847	3.29E-07	0.140171811	0.281788365	-0.247058014	0.058550637	-1.21239201	1.37E-12	-1.074196656	5.16E-11	-0.976475469	5.11E-10	-1.346168031	6.31E-14	0.051596034	0.933735154	0.934499691	5.98E-05	0.547269867	0.010878057	0.138195353	0.603508292	0.235916541	0.44220598	-0.133776021	0.695846341
YCR032W	BPH1          Endosomal protein involved in endocytosis and autophagy	-0.0232692	0.80447739	-0.085003104	0.359399319	-0.074908533	0.425439979	0.132796631	0.152182961	-0.474617876	2.54E-06	-0.57567741	5.55E-08	-0.2144605	0.019302009	-0.36317434	0.000153524	-0.061733874	0.8765881	-0.051639303	0.806785489	0.156065861	0.345275888	-0.101059534	0.595126856	0.260157376	0.19113417	0.111443537	0.638357996
YCR033W	SNT1          Set3C histone deacetylase scaffold	-0.2693131	0.00314968	-0.355058204	0.000169823	-0.208588158	0.021460782	-0.005853713	0.953605765	-0.589731758	1.95E-08	-0.407671914	2.22E-05	-0.490139051	9.24E-07	-0.324957863	0.000444889	-0.085745149	0.794544826	0.060724897	0.765008216	0.263459342	0.083384887	0.182059844	0.272950598	0.099592706	0.69026688	0.264773895	0.157310694
YCR034W	"ELO2          Fatty acid elongase, involved in sphingolipid biosynthesis"	0.21382777	0.13859626	0.267482174	0.065516514	0.74006795	3.62E-06	0.459138207	0.002252702	-1.773077646	6.58E-16	-1.314648127	6.56E-12	-1.713123167	2.08E-15	-1.88222843	1.09E-16	0.053654404	0.938382354	0.52624018	0.039748135	0.245310438	0.353067907	0.458429519	0.07037406	0.059954479	0.90308124	-0.109150784	0.792257414
YCR035C	RRP43          Exosome non-catalytic core component	-1.0885618	1.16E-11	-1.119935317	7.23E-12	-1.24234842	4.58E-13	-0.889757278	3.95E-09	-0.835657457	8.76E-09	-0.636421623	2.46E-06	-0.998882071	1.15E-10	-0.677269621	7.52E-07	-0.031373519	0.96364793	-0.153786622	0.551373718	0.19880452	0.383078016	0.199235833	0.403199477	-0.163224614	0.61872483	0.158387836	0.617104177
YCR036W	"RBK1          Ribokinase, phosphorylates ribose to ribose-5-phosphate"	1.10218015	1.03E-15	1.178756254	1.62E-16	0.789924198	3.55E-11	0.202550367	0.03361632	0.768272578	5.53E-11	0.601994467	3.33E-08	0.678132517	1.48E-09	0.68655338	8.38E-10	0.076576106	0.832068434	-0.312255949	0.058765862	-0.89962978	1.52E-07	-0.166278111	0.350856943	-0.090140061	0.73405218	-0.081719197	0.749622852
YCR037C	PHO87          Low-affinity inorganic phosphate (Pi) transporter	0.90873012	4.51E-15	0.494980945	7.81E-08	1.110516202	7.54E-18	1.021976179	2.44E-16	0.699939203	1.01E-11	0.592936106	1.05E-09	0.688845954	1.64E-11	0.680646874	2.19E-11	-0.413749177	0.005164544	0.20178608	0.170227698	0.113246057	0.447407438	-0.107003097	0.503361597	-0.011093248	0.97231624	-0.019292328	0.940293543
YCR038C	BUD5          GTP/GDP exchange factor for Rsr1p (Bud1p)	0.21913566	0.13560948	0.23161479	0.121286752	-0.019425579	0.904861595	-0.064060156	0.685564363	0.349028757	0.018036879	0.283006953	0.055237291	0.472394429	0.001781054	0.310574574	0.031495317	0.012479129	0.987590525	-0.238561241	0.423372964	-0.283195818	0.285070319	-0.066021803	0.84465707	0.123365672	0.77334003	-0.038454183	0.934871797
YCR039C	MATALPHA2          Homeobox-domain protein	-0.0620947	0.8517936	-0.142434608	0.666618433	-0.913744333	0.007120187	-1.641386668	1.58E-05	0.312604952	0.324362239	0.467120019	0.127755272	0.05534345	0.863768353	0.027365332	0.933024845	-0.080339949	0.96364793	-0.851649674	0.155839825	-1.579292009	0.005153874	0.154515067	0.829543718	-0.257261502	0.77948495	-0.28523962	0.736764149
YCR041W	YCR041W          Protein of unknown function	0.50106212	0.26773205	0.557219053	0.230366891	0.144847214	0.789168498	-0.26382439	0.606301023	0.550090269	0.224528239	0.22083382	0.645562758	0.385773439	0.441763555	0.305250252	0.506202863	0.056156931	0.983113812	-0.356214908	0.745205702	-0.764886512	0.371064804	-0.329256449	0.747746129	-0.164316831	0.92296261	-0.244840017	0.857581232
YCR042C	TAF2          TFIID subunit (150 kDa)	0.04414579	0.73771626	-0.015560209	0.909480879	-0.266939758	0.038833643	-0.154985078	0.235379161	0.044822067	0.733143346	0.094161665	0.466232912	-0.115576884	0.365368171	0.150404198	0.234567786	-0.059705995	0.917562594	-0.311085544	0.188238964	-0.199130864	0.396724866	0.049339598	0.869418104	-0.160398952	0.63898058	0.105582131	0.766893946
YCR043C	YCR043C          Putative protein of unknown function	-0.7312943	6.67E-08	-0.704896974	1.85E-07	-0.591744478	6.16E-06	-0.700145186	2.69E-07	-1.085436377	3.36E-12	-0.677262618	3.39E-07	-0.951632474	1.84E-10	-1.079162748	3.90E-12	0.026397362	0.968709605	0.139549858	0.572091729	0.03114915	0.904709516	0.408173759	0.0450398	0.133803903	0.6861171	0.006273629	0.987117411
YCR044C	PER1          Protein of the endoplasmic reticulum	0.61181389	1.02E-05	0.641383626	5.02E-06	0.657886222	3.79E-06	0.47755441	0.000444022	0.629915699	5.87E-06	0.29535294	0.022489134	0.659920551	2.96E-06	0.243881887	0.058255216	0.029569736	0.968079501	0.046072332	0.883900746	-0.13425948	0.59259798	-0.334562759	0.143887333	0.030004852	0.94608108	-0.386033811	0.148623607
YCR045C	RRT12          Probable subtilisin-family protease	4.11080293	4.38E-07	4.790853884	3.29E-08	1.895325407	0.030622925	1.605944118	0.059810228	1.665954554	0.079314404	1.773353073	0.07908949	2.016314851	0.017552127	1.3483794	0.107815752	0.680050958	0.879262539	-2.215477519	0.223765472	-2.504858808	0.117557477	0.107398519	0.961137832	0.350360297	0.92882128	-0.317575154	0.912518237
YCR045W-A	NA          NA	-0.232674	0.41113803	0.228828392	0.432291708	-0.585849869	0.053589089	0.116099439	0.696777314	-0.842839465	0.004735552	-1.159775544	0.000287599	-1.064143935	0.000865778	-0.791406816	0.006868005	0.461502366	0.572656858	-0.353175896	0.558174195	0.348773412	0.511821474	-0.316936078	0.611034985	-0.221304469	0.80935129	0.051432649	0.958814009
YCR046C	IMG1          Mitochondrial ribosomal protein of the large subunit	-0.6665181	9.22E-05	-0.671179008	0.00013722	0.272819796	0.093608761	-0.147604712	0.381096169	-0.680585796	7.00E-05	-0.721224857	4.17E-05	-0.110500756	0.502647819	-0.470497645	0.004500586	-0.004660878	0.99575965	0.939337925	0.000871301	0.518913418	0.058205903	-0.040639061	0.917543562	0.570085039	0.08549822	0.210088151	0.615230202
YCR047C	BUD23          Ribosome biogenesis factor	-1.7807261	9.93E-18	-2.268413272	1.04E-20	-2.037527219	2.35E-19	-1.221885331	1.57E-12	-3.80412769	1.24E-27	-3.256505242	6.50E-26	-3.824529279	8.34E-28	-3.576100226	2.95E-27	-0.487687139	0.068559308	-0.256801087	0.303980612	0.558840801	0.009254598	0.547622449	0.030185899	-0.020401589	0.97415283	0.228027465	0.538642255
YCR048W	ARE1          Acyl-CoA:sterol acyltransferase	-0.6857376	0.00050327	-0.909516304	1.32E-05	-0.866618376	2.82E-05	-0.707285304	0.000394901	-0.82158211	4.87E-05	-1.10257785	3.87E-07	-0.875751499	1.98E-05	-1.221918621	3.23E-08	-0.223778745	0.724488565	-0.180880816	0.657635028	-0.021547744	0.96065961	-0.28099574	0.455151994	-0.05416939	0.9367028	-0.400336511	0.352249848
YCR051W	YCR051W          Putative protein of unknown function	-1.9259138	2.15E-18	-1.84069107	1.46E-17	-1.781562064	4.57E-17	-1.267900156	1.29E-12	-3.389396101	5.15E-26	-2.904964288	5.95E-24	-3.282426993	1.67E-25	-3.524082504	1.08E-26	0.085222736	0.890004425	0.144351742	0.61127662	0.65801365	0.002987307	0.484431813	0.053046839	0.106969108	0.81381628	-0.134686404	0.739004421
YCR052W	RSC6          Component of the RSC chromatin remodeling complex	-0.021261	0.82193007	0.026940522	0.781427889	-0.055183206	0.560949393	0.011115661	0.913216193	-0.696769631	7.69E-10	-0.279583831	0.002951215	-0.521580967	5.11E-07	-0.527489856	3.49E-07	0.048201515	0.90751615	-0.033922212	0.879660431	0.032376654	0.873468143	0.417185799	0.007412004	0.175188664	0.43027161	0.169279775	0.442244572
YCR053W	THR4          Threonine synthase	-0.5398057	6.09E-08	-0.697916009	1.22E-10	0.020490618	0.822250408	-0.123595906	0.160207596	-0.723415298	3.58E-11	-0.523144436	1.21E-07	-0.520082801	1.18E-07	-0.691666939	1.26E-10	-0.158110339	0.508508346	0.560296288	0.000248727	0.416209764	0.004162342	0.200270862	0.201705472	0.203332497	0.30115004	0.031748359	0.910349223
YCR054C	CTR86          Essential protein of unknown function	-0.4840654	0.00013874	-0.690406029	5.47E-07	-1.135613486	5.93E-12	-0.410043047	0.001250459	-0.966503376	2.21E-10	-1.007191801	7.26E-11	-1.280883164	1.17E-13	-1.0104089	6.89E-11	-0.206340656	0.548026433	-0.651548113	0.002366404	0.074022327	0.770937458	-0.040688425	0.889358381	-0.314379788	0.25934074	-0.043905524	0.913002225
YCR057C	PWP2          Conserved 90S pre-ribosomal component	-1.2948939	7.64E-18	-1.60757611	7.89E-21	-1.702595388	1.19E-21	-0.765168255	1.21E-10	-2.972370906	2.45E-30	-2.399646287	4.30E-27	-3.26251304	1.28E-31	-2.917190723	4.73E-30	-0.312682232	0.117518537	-0.40770151	0.012759786	0.529725623	0.000782543	0.572724619	0.000383454	-0.290142134	0.16341969	0.055180183	0.84854811
YCR059C	YIH1          Negative regulator of eIF2 kinase Gcn2p	-1.0168448	1.70E-07	-0.829580098	8.70E-06	-0.993933919	3.63E-07	-0.365589122	0.032262776	-2.688859057	1.98E-18	-2.317422688	1.21E-16	-3.082744172	5.09E-20	-2.762633134	4.98E-19	0.187264739	0.755481333	0.022910918	0.958569912	0.651255715	0.021765096	0.371436368	0.281856104	-0.393885115	0.38931138	-0.073774078	0.905159697
YCR060W	TAH1          Component of conserved R2TP complex (Rvb1-Rvb2-Tah1-Pih1)	-0.5285265	0.00370862	-0.462922288	0.012258161	-0.345740379	0.057874647	-0.547359213	0.003077124	-1.249438363	1.52E-08	-0.615223925	0.001001917	-1.24185168	2.23E-08	-1.169039562	3.27E-08	0.065604164	0.939905287	0.182786073	0.633960806	-0.018832761	0.963440652	0.634214438	0.046898969	0.007586684	0.99432848	0.080398801	0.891033835
YCR061W	TVS1          Protein of unknown function	1.81778264	4.93E-12	1.385516772	1.10E-08	1.172411952	1.93E-07	1.146793518	2.33E-07	2.369437285	1.10E-15	1.247272664	1.03E-07	2.152519266	1.17E-14	1.52429458	1.63E-10	-0.432265871	0.403445535	-0.64537069	0.067417085	-0.670989125	0.042114322	-1.122164621	0.00093487	-0.216918019	0.68899081	-0.845142705	0.02609551
YCR063W	BUD31          Component of the SF3b subcomplex of the U2 snRNP	-0.2511254	0.31459263	-0.670751079	0.01190556	-0.539925651	0.040635587	-0.580640749	0.021252852	-0.343277264	0.171960585	0.016489404	0.951398429	-0.823767214	0.002341402	-0.671358295	0.006537167	-0.419625657	0.571186522	-0.288800229	0.589879374	-0.329515326	0.480341658	0.359766668	0.466417567	-0.480489949	0.43966943	-0.328081031	0.604661812
YCR065W	HCM1          Forkhead transcription factor	0.62611244	4.52E-08	0.362988884	0.000462138	0.908374923	4.40E-12	0.597125876	1.85E-07	-0.365060926	0.000458279	-0.532140761	1.82E-06	-0.296663689	0.003943918	-0.367920589	0.000417104	-0.263123553	0.257083484	0.282262486	0.118064473	-0.028986561	0.894209609	-0.167079836	0.390922363	0.068397237	0.82408511	-0.002859664	0.992811176
YCR066W	RAD18          E3 ubiquitin ligase	-0.8301627	5.00E-05	-0.779957362	0.000128516	-0.621916358	0.001975822	-0.858119018	3.35E-05	0.484039468	0.008359052	0.428339945	0.018688667	0.501663089	0.006794315	0.38979313	0.029225232	0.050205336	0.961707948	0.208246341	0.613145859	-0.02795632	0.949509386	-0.055699524	0.896369086	0.01762362	0.98365159	-0.094246339	0.863283829
YCR067C	SED4          Integral ER membrane protein that stimulates Sar1p GTPase activity	1.13037797	6.54E-14	1.124576245	8.47E-14	1.049710624	7.34E-13	0.625186711	3.97E-07	0.926017651	1.83E-11	0.837510785	3.48E-10	0.866943799	1.14E-10	0.526973718	6.75E-06	-0.005801722	0.992358849	-0.080667342	0.739413453	-0.505191256	0.005227594	-0.088506866	0.703344101	-0.059073852	0.86598202	-0.399043933	0.066715805
YCR068W	ATG15          Phospholipase	1.99536349	4.51E-19	2.046789438	2.48E-19	1.53622758	3.01E-15	1.161677836	1.51E-11	1.085388325	1.04E-10	0.662979035	7.12E-06	0.905008818	9.04E-09	0.707297137	1.19E-06	0.051425946	0.935584513	-0.459135912	0.051023264	-0.833685655	0.000199866	-0.422409289	0.073319517	-0.180379507	0.60861849	-0.378091187	0.177906663
YCR069W	CPR4          Peptidyl-prolyl cis-trans isomerase (cyclophilin)	1.70465716	7.75E-20	1.7197247	7.46E-20	1.54709688	2.27E-18	0.905758791	4.74E-11	1.787876633	7.59E-21	1.58717517	7.80E-19	1.570227316	6.54E-19	1.149758611	1.87E-14	0.015067537	0.981036096	-0.157560284	0.463611905	-0.798898373	1.65E-05	-0.200701462	0.318508615	-0.217649317	0.38300205	-0.638118021	0.001633511
YCR071C	IMG2          Mitochondrial ribosomal protein of the large subunit	-1.7300553	2.15E-14	-1.785116863	3.81E-14	-1.051974471	3.10E-08	-1.51027727	3.70E-12	-0.887452729	3.06E-07	-0.723301585	1.52E-05	-0.407161014	0.009639053	-0.522875918	0.000873766	-0.055061557	0.946212715	0.678080836	0.016338946	0.219778037	0.467406118	0.164151145	0.608478681	0.480291715	0.14506172	0.364576811	0.278644026
YCR072C	RSA4          Ribosomal large subunit (60S) assembly factor	-1.6009686	1.45E-17	-1.773500241	8.52E-19	-1.959894052	3.89E-20	-0.966641823	1.02E-10	-3.000623879	1.34E-26	-2.355342355	4.60E-23	-3.218631478	2.13E-27	-2.848767145	8.15E-26	-0.172531598	0.631223759	-0.358925409	0.09291982	0.63432682	0.001327839	0.645281523	0.001630714	-0.218007599	0.47640465	0.151856734	0.634822042
YCR073C	SSK22          MAP kinase kinase kinase of HOG1 mitogen-activated signaling pathway	-0.3868455	0.01304038	0.221445558	0.14396198	-0.665495379	3.75E-05	-1.228912989	2.55E-10	-1.94896455	4.42E-15	-2.061461531	3.55E-16	-3.15503673	6.64E-22	-1.801828529	2.56E-15	0.608291077	0.044480661	-0.278649861	0.345385279	-0.84206747	0.001232959	-0.112496981	0.771233909	-1.20607218	0.00041632	0.147136021	0.746521907
YCR073W-A	SOL2          Protein with a possible role in tRNA export	1.05603972	8.71E-08	0.60781189	0.00082702	0.494084013	0.005590302	0.838003931	9.98E-06	1.277487608	8.73E-10	0.354897288	0.044426593	1.4979223	1.25E-11	1.181700091	5.66E-09	-0.448227831	0.275067513	-0.561955708	0.068686175	-0.21803579	0.50322563	-0.92259032	0.001516019	0.220434692	0.62887553	-0.095787517	0.852138505
YCR075C	ERS1          Protein involved in cystine transport	1.66966028	3.45E-13	1.763839495	7.91E-14	1.975264514	4.51E-15	1.662692485	1.27E-12	1.476157898	1.21E-11	1.330974628	2.43E-10	1.574212497	3.69E-12	1.416642962	5.44E-11	0.094179219	0.903776326	0.305604238	0.356343255	-0.006967791	0.985150979	-0.145183271	0.689830197	0.098054599	0.85775854	-0.059514936	0.915770112
YCR075W-A	EGO2          Subunit of the EGO/GSE complex	-0.4462193	0.0966487	-0.192531337	0.509732443	0.176293793	0.545022342	-0.309932996	0.274409523	0.190306261	0.470417905	0.629146758	0.019041878	0.139649963	0.62708368	0.057755461	0.838270846	0.253687916	0.808664918	0.622513046	0.23032486	0.136286257	0.815972625	0.438840497	0.390570743	-0.050656298	0.95854967	-0.1325508	0.86838367
YCR076C	FUB1          Proteasome-binding protein	1.41123278	2.53E-12	1.450334041	1.75E-12	1.246212584	1.89E-10	1.175303289	6.17E-10	1.253839869	7.38E-11	1.141504705	1.15E-09	1.659402084	1.93E-14	1.186471472	2.25E-10	0.039101262	0.963439313	-0.165020195	0.615971132	-0.23592949	0.402205721	-0.112335164	0.743949024	0.405562215	0.23430945	-0.067368397	0.888999837
YCR077C	PAT1          Deadenylation-dependent mRNA-decapping factor	-0.4150513	0.00617367	-0.444719841	0.003667892	-0.507321617	0.001087299	-0.19230899	0.206857561	-0.564799501	0.000284482	-0.516326631	0.000858006	-0.344521584	0.02116439	-0.372190449	0.013158943	-0.029668498	0.973166732	-0.092270274	0.788675325	0.222742352	0.419792468	0.04847287	0.891488628	0.220277917	0.56245299	0.192609052	0.615814288
YCR079W	PTC6          Mitochondrial type 2C protein phosphatase (PP2C)	1.67870315	5.32E-14	1.690632207	6.43E-14	1.713496877	4.37E-14	1.23920048	6.62E-10	2.222742974	3.41E-18	1.646986204	1.15E-13	2.176159878	8.37E-18	1.800326548	4.05E-15	0.011929059	0.987986421	0.034793728	0.931245406	-0.439502668	0.11027217	-0.575756769	0.034918595	-0.046583095	0.93368039	-0.422416425	0.211173034
YCR081W	SRB8          Subunit of the RNA polymerase II mediator complex	-0.2879424	0.03058037	-0.146700792	0.275459567	-0.503850947	0.000367315	-0.178539331	0.190277678	0.006597006	0.962818058	0.155067207	0.244732673	0.036456819	0.789937878	0.178588785	0.174778763	0.141241654	0.76368798	-0.215908502	0.418260259	0.109403114	0.68513713	0.148470201	0.584174753	0.029859813	0.94801134	0.171991779	0.610410994
YCR082W	AHC2          Component of the ADA histone acetyltransferase complex	0.10663435	0.39598232	0.17454038	0.171594888	-0.103002325	0.437523651	-0.475382482	0.000413321	-0.205281343	0.101430508	-0.075235998	0.565950845	0.001984663	0.988532332	-0.22874286	0.068243204	0.067906035	0.90632087	-0.20963667	0.402584846	-0.582016827	0.005892229	0.130045345	0.622352332	0.207266006	0.50572783	-0.023461517	0.955712681
YCR083W	TRX3          Mitochondrial thioredoxin	0.70615486	4.23E-05	0.046205177	0.802179312	0.933309699	3.63E-07	0.260632194	0.114850831	0.169313029	0.306657386	-0.746620294	7.82E-05	0.413368374	0.012042154	-0.181815912	0.268891973	-0.659949687	0.048498249	0.227154835	0.489308608	-0.44552267	0.109204559	-0.915933324	0.001515575	0.244055344	0.56113854	-0.351128941	0.34693159
YCR084C	TUP1          General repressor of transcription in complex with Cyc8p	-0.0796361	0.47686378	-0.091451181	0.4177329	0.14017094	0.209731925	0.238286827	0.034242615	-0.307906912	0.005826675	-0.110094055	0.328018237	-0.00696308	0.952093832	-0.169601496	0.124200787	-0.011815091	0.983924001	0.219807031	0.299592456	0.317922917	0.091791636	0.197812857	0.346401599	0.300943832	0.21112855	0.138305416	0.626559822
YCR086W	CSM1          Nucleolar protein that mediates homolog segregation during meiosis I	-0.7840531	9.87E-06	-0.439665888	0.008662664	-0.388199451	0.022823821	-0.290465286	0.082950172	-0.330841749	0.039504366	0.327603705	0.038144829	-0.164823223	0.320216226	0.106320407	0.512112824	0.344387226	0.418753447	0.395853663	0.200587618	0.493587827	0.077484108	0.658445454	0.014178643	0.166018526	0.71979172	0.437162157	0.197871238
